mobility_pair,origin,region_origin,income_origin,destination,region_destination,income_destination,r_mobi,r_coll,r_coll_mobi,MRot_c,r_no_coll,r_no_coll_mobi,MRot_nc,CMR_ot,MRot_all,,
MX-CO,MX,Latin America & Caribbean,Upper middle,CO,Latin America & Caribbean,Upper middle,221,2464,50,0.020292208,79562,171,0.002149267,9.441454014,0.002694268,,
IT-AR,IT,Europe & Central Asia,High,AR,Latin America & Caribbean,Upper middle,220,3192,50,0.01566416,312631,170,0.000543772,28.80648312,0.000696593,,
SG-FR,SG,East Asia & Pacific,High,FR,Europe & Central Asia,High,220,2162,70,0.032377428,51519,150,0.002911547,11.12035153,0.004098284,,
NG-MY,NG,Sub-Saharan Africa,Lower middle,MY,East Asia & Pacific,Upper middle,220,957,71,0.074190178,27977,149,0.005325803,13.93032617,0.007603511,,
UK-BD,UK,Europe & Central Asia,High,BD,South Asia,Lower middle,220,1392,48,0.034482759,618681,172,0.000278011,124.0338813,0.000354797,,
AU-FI,AU,East Asia & Pacific,High,FI,Europe & Central Asia,High,220,3192,63,0.019736842,219898,157,0.000713967,27.64389876,0.000986149,,
CA-PL,CA,North America,High,PL,Europe & Central Asia,High,219,3111,62,0.019929283,328875,157,0.000477385,41.74677076,0.000659666,,
AT-JP,AT,Europe & Central Asia,High,JP,East Asia & Pacific,High,219,2683,58,0.021617592,63456,161,0.002537191,8.520285302,0.003311208,,
AU-BD,AU,East Asia & Pacific,High,BD,South Asia,Lower middle,219,1189,42,0.035323802,221901,177,0.000797653,44.28467164,0.000981667,,
FR-CM,FR,Europe & Central Asia,High,CM,Sub-Saharan Africa,Lower middle,218,1589,63,0.039647577,374919,155,0.000413423,95.90083843,0.000579005,,
NL-SG,NL,Europe & Central Asia,High,SG,East Asia & Pacific,High,218,2157,42,0.019471488,169462,176,0.001038581,18.74816665,0.001270256,,
IR-KR,IR,Middle East & North Africa,Lower middle,KR,East Asia & Pacific,High,218,2041,63,0.030867222,153191,155,0.001011809,30.5069716,0.00140435,,
BE-BR,BE,Europe & Central Asia,High,BR,Latin America & Caribbean,Upper middle,217,2451,68,0.027743778,81256,149,0.001833711,15.12985523,0.002592376,,
TR-AU,TR,Europe & Central Asia,Upper middle,AU,East Asia & Pacific,High,217,1881,45,0.023923445,131181,172,0.001311165,18.24593858,0.001630819,,
BR-AT,BR,Latin America & Caribbean,Upper middle,AT,Europe & Central Asia,High,217,2517,48,0.019070322,404170,169,0.000418141,45.60740809,0.00053358,,
IT-RO,IT,Europe & Central Asia,High,RO,Europe & Central Asia,Upper middle,216,4394,81,0.018434228,311429,135,0.000433486,42.52558034,0.000683927,,
CA-TH,CA,North America,High,TH,East Asia & Pacific,Upper middle,216,1233,25,0.02027575,330753,191,0.00057747,35.11133616,0.00065063,,
FR-TR,FR,Europe & Central Asia,High,TR,Europe & Central Asia,Upper middle,216,3652,52,0.014238773,372856,164,0.000439848,32.37202468,0.000573693,,
ZA-FR,ZA,Sub-Saharan Africa,Upper middle,FR,Europe & Central Asia,High,216,2560,79,0.030859375,43976,137,0.003115336,9.905634124,0.004641568,,
NO-AU,NO,Europe & Central Asia,High,AU,East Asia & Pacific,High,213,3145,73,0.023211447,42647,140,0.003282763,7.070704065,0.004651468,,
EE-SE,EE,Europe & Central Asia,High,SE,Europe & Central Asia,High,213,1492,117,0.078418231,5599,96,0.017145919,4.573579926,0.030038076,,
NL-TR,NL,Europe & Central Asia,High,TR,Europe & Central Asia,Upper middle,213,2634,52,0.019741838,168985,161,0.000952747,20.72095908,0.001241121,,
JP-IR,JP,East Asia & Pacific,High,IR,Middle East & North Africa,Lower middle,213,1293,32,0.024748647,930068,181,0.000194609,127.170852,0.000228698,,
ES-IL,ES,Europe & Central Asia,High,IL,Middle East & North Africa,High,212,4433,65,0.014662757,344258,147,0.000427005,34.33858001,0.000607988,,
CA-TR,CA,North America,High,TR,Europe & Central Asia,Upper middle,212,1761,33,0.018739353,330225,179,0.000542055,34.57096495,0.000638581,,
US-GD,US,North America,High,GD,Latin America & Caribbean,Upper middle,212,1337,28,0.020942408,2614340,184,0.0000704,297.5574778,8.10E-05,,
SI-DE,SI,Europe & Central Asia,High,DE,Europe & Central Asia,High,211,2327,97,0.041684572,10291,114,0.011077641,3.762946795,0.016722143,,
CZ-JP,CZ,Europe & Central Asia,High,JP,East Asia & Pacific,High,211,2162,75,0.034690102,46963,136,0.002895897,11.9790533,0.004295165,,
IE-IT,IE,Europe & Central Asia,High,IT,Europe & Central Asia,High,211,2798,61,0.021801287,38392,150,0.003907064,5.579966643,0.005122603,,
BG-UK,BG,Europe & Central Asia,Upper middle,UK,Europe & Central Asia,High,210,1246,60,0.048154093,11693,150,0.012828188,3.753772071,0.016230002,,
CH-FI,CH,Europe & Central Asia,High,FI,Europe & Central Asia,High,210,3085,61,0.019773096,108335,149,0.001375363,14.37663298,0.00188476,,
FR-CI,FR,Europe & Central Asia,High,CI,Sub-Saharan Africa,Lower middle,210,1240,30,0.024193548,375268,180,0.000479657,50.43924731,0.000557757,,
TW-ID,TW,East Asia & Pacific,High,ID,East Asia & Pacific,Lower middle,210,1111,44,0.03960396,161234,166,0.00102956,38.46689729,0.001293542,,
CA-TW,CA,North America,High,TW,East Asia & Pacific,High,210,2108,64,0.030360531,329878,146,0.000442588,68.59774895,0.000632557,,
MY-BD,MY,East Asia & Pacific,Upper middle,BD,South Asia,Lower middle,209,1500,78,0.052,70618,131,0.001855051,28.03157252,0.002898028,,
ID-DE,ID,East Asia & Pacific,Lower middle,DE,Europe & Central Asia,High,209,1203,35,0.029093932,79710,174,0.002182913,13.3280305,0.002583021,,
HR-UK,HR,Europe & Central Asia,High,UK,Europe & Central Asia,High,208,1842,66,0.035830619,14473,142,0.009811373,3.651947516,0.012749004,,
IN-AT,IN,South Asia,Lower middle,AT,Europe & Central Asia,High,206,1670,29,0.017365269,435754,177,0.000406192,42.75133124,0.000470939,,
HU-NL,HU,Europe & Central Asia,High,NL,Europe & Central Asia,High,206,2040,69,0.033823529,28843,137,0.004749853,7.120963933,0.006670336,,
SE-IS,SE,Europe & Central Asia,High,IS,Europe & Central Asia,High,206,1503,50,0.0332668,101072,156,0.001543454,21.55347425,0.002008287,,
CO-UK,CO,Latin America & Caribbean,Upper middle,UK,Europe & Central Asia,High,206,1797,70,0.038953812,29512,136,0.004608295,8.452977184,0.006579578,,
ZA-KE,ZA,Sub-Saharan Africa,Upper middle,KE,Sub-Saharan Africa,Lower middle,205,1311,40,0.03051106,45225,165,0.003648425,8.362804244,0.004405192,,
AT-HU,AT,Europe & Central Asia,High,HU,Europe & Central Asia,High,204,2389,52,0.021766429,63750,152,0.002384314,9.129012359,0.003084413,,
RU-NO,RU,Europe & Central Asia,Upper middle,NO,Europe & Central Asia,High,204,2824,76,0.026912181,264687,128,0.00048359,55.65081666,0.000762585,,
IT-TR,IT,Europe & Central Asia,High,TR,Europe & Central Asia,Upper middle,204,5991,75,0.012518778,309832,129,0.000416355,30.06758199,0.000645931,,
JP-LK,JP,East Asia & Pacific,High,LK,South Asia,Lower middle,203,838,40,0.047732697,930523,163,0.00017517,272.4930817,0.000217961,,
UY-US,UY,Latin America & Caribbean,High,US,North America,High,203,1097,108,0.098450319,3387,95,0.02804842,3.510012954,0.045272079,,
CM-FR,CM,Sub-Saharan Africa,Lower middle,FR,Europe & Central Asia,High,203,1494,116,0.077643909,3954,87,0.022003035,3.528781794,0.03726138,,
UG-UK,UG,Sub-Saharan Africa,Low,UK,Europe & Central Asia,High,202,1593,129,0.080979284,3352,73,0.021778043,3.718391249,0.040849343,,
EC-ES,EC,Latin America & Caribbean,Upper middle,ES,Europe & Central Asia,High,202,1240,106,0.085483871,4139,96,0.023194008,3.685601478,0.037553449,,
IN-NO,IN,South Asia,Lower middle,NO,Europe & Central Asia,High,202,1668,43,0.025779376,435756,159,0.000364883,70.65105651,0.000461795,,
PL-DK,PL,Europe & Central Asia,High,DK,Europe & Central Asia,High,202,2991,66,0.022066199,108598,136,0.001252325,17.62018408,0.001810214,,
ZA-BE,ZA,Sub-Saharan Africa,Upper middle,BE,Europe & Central Asia,High,201,1976,75,0.037955466,44560,126,0.002827648,13.42298053,0.004319237,,
UK-KW,UK,Europe & Central Asia,High,KW,Middle East & North Africa,High,200,724,21,0.029005525,619349,179,0.000289013,100.3605744,0.000322543,,
TZ-US,TZ,Sub-Saharan Africa,Lower middle,US,North America,High,200,1584,130,0.082070707,2464,70,0.028409091,2.888888889,0.049407115,,
CU-MX,CU,Latin America & Caribbean,Upper middle,MX,Latin America & Caribbean,Upper middle,200,933,101,0.108252947,5031,99,0.019677996,5.501217967,0.033534541,,
LT-DE,LT,Europe & Central Asia,High,DE,Europe & Central Asia,High,199,1495,72,0.048160535,10120,127,0.012549407,3.837674137,0.017133018,,
NL-IN,NL,Europe & Central Asia,High,IN,South Asia,Lower middle,199,2242,31,0.01382694,169377,168,0.00099187,13.94027176,0.001159545,,
PL-HU,PL,Europe & Central Asia,High,HU,Europe & Central Asia,High,199,2431,25,0.010283834,109158,174,0.00159402,6.45150995,0.00178333,,
PL-AU,PL,Europe & Central Asia,High,AU,East Asia & Pacific,High,199,2972,60,0.020188425,108617,139,0.001279726,15.77558411,0.00178333,,
RU-BY,RU,Europe & Central Asia,Upper middle,BY,Europe & Central Asia,Upper middle,199,4612,64,0.013876843,262899,135,0.000513505,27.02376409,0.000743895,,
MX-IT,MX,Latin America & Caribbean,Upper middle,IT,Europe & Central Asia,High,199,2571,63,0.024504084,79455,136,0.001711661,14.31597055,0.00242606,,
NG-DE,NG,Sub-Saharan Africa,Lower middle,DE,Europe & Central Asia,High,198,1082,60,0.055452865,27852,138,0.004954761,11.19183477,0.00684316,,
NP-IN,NP,South Asia,Lower middle,IN,South Asia,Lower middle,198,836,62,0.074162679,6291,136,0.021618185,3.430569237,0.027781675,,
SA-AU,SA,Middle East & North Africa,High,AU,East Asia & Pacific,High,198,1409,49,0.034776437,29367,149,0.005073722,6.854225711,0.006433585,,
DE-UA,DE,Europe & Central Asia,High,UA,Europe & Central Asia,Lower middle,197,3910,63,0.016112532,614015,134,0.000218236,73.83086804,0.000318809,,
US-MW,US,North America,High,MW,Sub-Saharan Africa,Low,197,2081,104,0.049975973,2613596,93,0.0000356,1404.483907,7.53E-05,,
VN-FR,VN,East Asia & Pacific,Lower middle,FR,Europe & Central Asia,High,197,1498,76,0.050734312,12985,121,0.009318444,5.444504518,0.013602154,,
CL-BR,CL,Latin America & Caribbean,High,BR,Latin America & Caribbean,Upper middle,197,2716,82,0.030191458,33129,115,0.003471279,8.697502721,0.005495885,,
NL-NZ,NL,Europe & Central Asia,High,NZ,East Asia & Pacific,High,197,2320,34,0.014655172,169299,163,0.000962794,15.22150941,0.001147892,,
PT-DK,PT,Europe & Central Asia,High,DK,Europe & Central Asia,High,197,2407,64,0.026589115,61315,133,0.002169127,12.25798189,0.003091554,,
IN-PK,IN,South Asia,Lower middle,PK,South Asia,Lower middle,197,1494,6,0.004016064,435930,191,0.000438144,9.166088438,0.000450364,,
IR-FI,IR,Middle East & North Africa,Lower middle,FI,Europe & Central Asia,High,195,1512,38,0.025132275,153720,157,0.001021337,24.60721868,0.001256184,,
IN-IR,IN,South Asia,Lower middle,IR,Middle East & North Africa,Lower middle,195,1969,39,0.019807009,435455,156,0.000358246,55.28885221,0.000445792,,
IT-KR,IT,Europe & Central Asia,High,KR,East Asia & Pacific,High,195,3829,55,0.014364064,311994,140,0.000448727,32.01072641,0.000617434,,
KR-ID,KR,East Asia & Pacific,High,ID,East Asia & Pacific,Lower middle,195,1147,21,0.018308631,307695,174,0.000565495,32.37628897,0.000631391,,
IR-AT,IR,Middle East & North Africa,Lower middle,AT,Europe & Central Asia,High,194,1458,24,0.016460905,153774,170,0.001105518,14.88976035,0.001249742,,
RU-DK,RU,Europe & Central Asia,Upper middle,DK,Europe & Central Asia,High,194,2232,72,0.032258065,265279,122,0.000459893,70.14251719,0.000725204,,
AT-CZ,AT,Europe & Central Asia,High,CZ,Europe & Central Asia,High,194,3167,63,0.019892643,62972,131,0.00208029,9.562438988,0.002933216,,
PT-CA,PT,Europe & Central Asia,High,CA,North America,High,194,2741,69,0.025173294,60981,125,0.002049819,12.28074134,0.003044474,,
GH-UK,GH,Sub-Saharan Africa,Lower middle,UK,Europe & Central Asia,High,194,1436,79,0.055013928,5025,115,0.022885572,2.403869444,0.030026312,,
CZ-BE,CZ,Europe & Central Asia,High,BE,Europe & Central Asia,High,193,2629,77,0.029288703,46496,116,0.002494838,11.7397201,0.003928753,,
NO-IT,NO,Europe & Central Asia,High,IT,Europe & Central Asia,High,193,3799,74,0.01947881,41993,119,0.002833806,6.873728381,0.00421471,,
BE-ZA,BE,Europe & Central Asia,High,ZA,Sub-Saharan Africa,Upper middle,193,2024,76,0.037549407,81683,117,0.001432367,26.21494206,0.002305661,,
FR-HU,FR,Europe & Central Asia,High,HU,Europe & Central Asia,High,192,4191,57,0.013600573,372317,135,0.000362594,37.5090697,0.000509949,,
CH-GR,CH,Europe & Central Asia,High,GR,Europe & Central Asia,High,191,2378,60,0.025231287,109042,131,0.001201372,21.00206088,0.001714234,,
SK-AT,SK,Europe & Central Asia,High,AT,Europe & Central Asia,High,191,1624,85,0.052339901,16383,106,0.006470121,8.089477414,0.010606986,,
AU-TW,AU,East Asia & Pacific,High,TW,East Asia & Pacific,High,191,2109,48,0.022759602,220981,143,0.000647114,35.17090591,0.000856157,,
JP-PL,JP,East Asia & Pacific,High,PL,Europe & Central Asia,High,191,4100,50,0.012195122,927261,141,0.000152061,80.19901401,0.000205076,,
FR-TW,FR,Europe & Central Asia,High,TW,East Asia & Pacific,High,191,2180,39,0.017889908,374328,152,0.000406061,44.05719459,0.000507293,,
RS-UK,RS,Europe & Central Asia,Upper middle,UK,Europe & Central Asia,High,190,1940,68,0.035051546,19032,122,0.006410256,5.468041237,0.009059699,,
IT-CL,IT,Europe & Central Asia,High,CL,Latin America & Caribbean,High,189,2628,55,0.020928463,313195,134,0.000427848,48.91559611,0.000598436,,
JP-NZ,JP,East Asia & Pacific,High,NZ,East Asia & Pacific,High,189,2759,50,0.018122508,928602,139,0.000149687,121.0690455,0.000202929,,
IS-US,IS,Europe & Central Asia,High,US,North America,High,189,994,68,0.068410463,1844,121,0.065618221,1.042552838,0.066596195,,
JP-TR,JP,East Asia & Pacific,High,TR,Europe & Central Asia,Upper middle,188,2065,38,0.018401937,929296,150,0.000161413,114.0056433,0.000201855,,
KE-ZA,KE,Sub-Saharan Africa,Lower middle,ZA,Sub-Saharan Africa,Upper middle,188,1198,55,0.04590985,7438,133,0.017881151,2.567499718,0.021769338,,
NO-FI,NO,Europe & Central Asia,High,FI,Europe & Central Asia,High,188,3662,75,0.020480612,42130,113,0.002682174,7.635824517,0.004105521,,
FI-BE,FI,Europe & Central Asia,High,BE,Europe & Central Asia,High,188,2707,53,0.01957887,51794,135,0.00260648,7.511614607,0.003449478,,
EG-FR,EG,Middle East & North Africa,Lower middle,FR,Europe & Central Asia,High,188,1373,49,0.035688274,67600,139,0.002056213,17.3563116,0.002725704,,
IE-ES,IE,Europe & Central Asia,High,ES,Europe & Central Asia,High,187,2528,62,0.024525316,38662,125,0.003233149,7.585582278,0.004539937,,
UK-MW,UK,Europe & Central Asia,High,MW,Sub-Saharan Africa,Low,187,1381,75,0.054308472,618692,112,0.000181027,300.0019396,0.000301577,,
AU-LK,AU,East Asia & Pacific,High,LK,South Asia,Lower middle,186,951,35,0.036803365,222139,151,0.000679755,54.14213689,0.000833744,,
GR-DK,GR,Europe & Central Asia,High,DK,Europe & Central Asia,High,185,1744,46,0.026376147,62232,139,0.002233578,11.8089235,0.002891709,,
SE-IR,SE,Europe & Central Asia,High,IR,Middle East & North Africa,Lower middle,184,1113,43,0.038634322,101462,141,0.001389683,27.80081946,0.001793809,,
TW-FR,TW,East Asia & Pacific,High,FR,Europe & Central Asia,High,184,2108,52,0.024667932,160237,132,0.00082378,29.94481341,0.001133389,,
MY-NZ,MY,East Asia & Pacific,Upper middle,NZ,East Asia & Pacific,High,184,929,25,0.026910657,71189,159,0.002233491,12.04869644,0.002551374,,
FR-EG,FR,Europe & Central Asia,High,EG,Middle East & North Africa,Lower middle,184,1843,25,0.01356484,374665,159,0.000424379,31.96396701,0.000488701,,
HU-BE,HU,Europe & Central Asia,High,BE,Europe & Central Asia,High,183,1638,62,0.037851038,29245,121,0.004137459,9.148376876,0.00592559,,
CL-AU,CL,Latin America & Caribbean,High,AU,East Asia & Pacific,High,183,1874,37,0.019743863,33971,146,0.004297783,4.59396427,0.005105315,,
ZA-ZW,ZA,Sub-Saharan Africa,Upper middle,ZW,Sub-Saharan Africa,Lower middle,182,967,42,0.043433299,45569,140,0.003072264,14.13722854,0.003910951,,
BR-CN,BR,Latin America & Caribbean,Upper middle,CN,East Asia & Pacific,Upper middle,181,4060,45,0.011083744,402627,136,0.000337782,32.81334215,0.00044506,,
CA-QA,CA,North America,High,QA,Middle East & North Africa,High,181,937,22,0.023479189,331049,159,0.000480291,48.88529564,0.000545204,,
BG-FR,BG,Europe & Central Asia,Upper middle,FR,Europe & Central Asia,High,180,1106,85,0.076853526,11833,95,0.008028395,9.572713429,0.013911431,,
IN-PL,IN,South Asia,Lower middle,PL,Europe & Central Asia,High,180,2515,31,0.012326044,434909,149,0.0003426,35.97790172,0.0004115,,
CH-IN,CH,Europe & Central Asia,High,IN,South Asia,Lower middle,180,1859,34,0.018289403,109561,146,0.001332591,13.72469364,0.001615509,,
CH-PL,CH,Europe & Central Asia,High,PL,Europe & Central Asia,High,179,3185,53,0.016640502,108235,126,0.001164134,14.29432359,0.001606534,,
US-SK,US,North America,High,SK,Europe & Central Asia,High,179,3097,41,0.013238618,2612580,138,0.0000528,250.6300628,6.84E-05,,
BE-LU,BE,Europe & Central Asia,High,LU,Europe & Central Asia,High,179,1107,35,0.031616983,82600,144,0.001743341,18.13585265,0.002138411,,
BD-CN,BD,South Asia,Lower middle,CN,East Asia & Pacific,Upper middle,179,745,27,0.036241611,23358,152,0.006507406,5.569286471,0.007426461,,
PL-UA,PL,Europe & Central Asia,High,UA,Europe & Central Asia,Lower middle,179,3330,104,0.031231231,108259,75,0.000692783,45.08082482,0.001604101,,
HU-CA,HU,Europe & Central Asia,High,CA,North America,High,179,1346,69,0.051263001,29537,110,0.003724143,13.76504795,0.005796069,,
NG-CN,NG,Sub-Saharan Africa,Lower middle,CN,East Asia & Pacific,Upper middle,177,795,40,0.050314465,28139,137,0.004868688,10.33429739,0.006117371,,
CA-KW,CA,North America,High,KW,Middle East & North Africa,High,177,386,10,0.025906736,331600,167,0.000503619,51.44115913,0.000533155,,
CN-ZA,CN,East Asia & Pacific,Upper middle,ZA,Sub-Saharan Africa,Upper middle,177,4122,63,0.015283843,2015405,114,0.0000566,270.2029227,8.76E-05,,
UK-TZ,UK,Europe & Central Asia,High,TZ,Sub-Saharan Africa,Lower middle,177,1670,69,0.041317365,618403,108,0.000174643,236.5813207,0.00028545,,
BY-DE,BY,Europe & Central Asia,Upper middle,DE,Europe & Central Asia,High,176,959,92,0.095933264,7403,84,0.011346751,8.454689905,0.021047596,,
SE-PL,SE,Europe & Central Asia,High,PL,Europe & Central Asia,High,176,3379,69,0.020420243,99196,107,0.001078673,18.93090086,0.001715818,,
KR-NL,KR,East Asia & Pacific,High,NL,Europe & Central Asia,High,176,2045,19,0.009290954,306797,157,0.000511739,18.15564761,0.000569871,,
AT-DK,AT,Europe & Central Asia,High,DK,Europe & Central Asia,High,176,2486,51,0.020514883,63653,125,0.001963772,10.44667096,0.002661062,,
IT-MX,IT,Europe & Central Asia,High,MX,Latin America & Caribbean,Upper middle,175,3131,50,0.015969339,312692,125,0.000399754,39.94787608,0.000554108,,
VN-UK,VN,East Asia & Pacific,Lower middle,UK,Europe & Central Asia,High,175,1603,124,0.077354959,12880,51,0.003959627,19.53591917,0.012083132,,
BR-IE,BR,Latin America & Caribbean,Upper middle,IE,Europe & Central Asia,High,175,1623,29,0.017868145,405064,146,0.000360437,49.57357844,0.000430306,,
MX-NL,MX,Latin America & Caribbean,Upper middle,NL,Europe & Central Asia,High,175,1291,27,0.02091402,80735,148,0.001833158,11.4087393,0.00213347,,
ES-PE,ES,Europe & Central Asia,High,PE,Latin America & Caribbean,Upper middle,175,1500,27,0.018,347191,148,0.000426278,42.22593243,0.000501877,,
